Red_X,Red_Y,Black_X,Black_Y,Deviation_X
595.0,773.0,590.0,798.0,5.0
595.0,774.0,590.0,799.0,5.0
596.0,775.0,590.0,800.0,6.0
596.0,776.0,590.0,801.0,6.0
596.0,777.0,590.0,802.0,6.0
596.0,778.0,590.0,803.0,6.0
596.0,779.0,590.0,804.0,6.0
596.0,780.0,590.0,805.0,6.0
597.0,781.0,590.0,806.0,7.0
597.0,782.0,590.0,807.0,7.0
597.0,783.0,590.0,808.0,7.0
597.0,784.0,590.0,809.0,7.0
597.0,785.0,590.0,810.0,7.0
597.0,786.0,590.0,811.0,7.0
597.0,787.0,590.0,812.0,7.0
598.0,788.0,590.0,813.0,8.0
598.0,789.0,590.0,814.0,8.0
598.0,790.0,590.0,815.0,8.0
598.0,791.0,590.0,816.0,8.0
598.0,792.0,590.0,817.0,8.0
598.0,793.0,590.0,818.0,8.0
598.0,794.0,590.0,819.0,8.0
598.0,795.0,590.0,820.0,8.0
598.0,796.0,590.0,821.0,8.0
598.0,797.0,590.0,822.0,8.0
598.0,798.0,590.0,823.0,8.0
598.0,799.0,590.0,824.0,8.0
598.0,800.0,590.0,825.0,8.0
598.0,801.0,590.0,826.0,8.0
599.0,802.0,590.0,827.0,9.0
599.0,803.0,590.0,828.0,9.0
599.0,804.0,590.0,829.0,9.0
599.0,805.0,590.0,830.0,9.0
599.0,806.0,590.0,831.0,9.0
599.0,807.0,590.0,832.0,9.0
599.0,808.0,590.0,833.0,9.0
599.0,809.0,590.0,834.0,9.0
599.0,810.0,590.0,835.0,9.0
599.0,811.0,590.0,836.0,9.0
599.0,812.0,590.0,837.0,9.0
600.0,813.0,590.0,838.0,10.0
600.0,814.0,590.0,839.0,10.0
600.0,815.0,590.0,840.0,10.0
599.0,816.0,590.0,841.0,9.0
599.0,817.0,590.0,842.0,9.0
599.0,818.0,590.0,843.0,9.0
599.0,819.0,590.0,844.0,9.0
600.0,820.0,590.0,845.0,10.0
600.0,821.0,590.0,846.0,10.0
600.0,822.0,590.0,847.0,10.0
600.0,823.0,590.0,848.0,10.0
600.0,824.0,590.0,849.0,10.0
600.0,825.0,590.0,850.0,10.0
600.0,826.0,590.0,851.0,10.0
600.0,827.0,590.0,852.0,10.0
600.0,828.0,590.0,853.0,10.0
600.0,829.0,590.0,854.0,10.0
600.0,830.0,590.0,855.0,10.0
600.0,831.0,590.0,856.0,10.0
600.0,832.0,590.0,857.0,10.0
600.0,833.0,590.0,858.0,10.0
600.0,834.0,590.0,859.0,10.0
601.0,835.0,590.0,860.0,11.0
602.0,836.0,590.0,861.0,12.0
602.0,837.0,590.0,862.0,12.0
601.0,838.0,590.0,863.0,11.0
601.0,839.0,590.0,864.0,11.0
601.0,840.0,590.0,865.0,11.0
601.0,841.0,590.0,866.0,11.0
601.0,842.0,590.0,867.0,11.0
601.0,843.0,590.0,868.0,11.0
601.0,844.0,590.0,869.0,11.0
601.0,845.0,590.0,870.0,11.0
601.0,846.0,590.0,871.0,11.0
601.0,847.0,590.0,872.0,11.0
601.0,848.0,590.0,873.0,11.0
601.0,849.0,590.0,874.0,11.0
601.0,850.0,590.0,875.0,11.0
601.0,851.0,590.0,876.0,11.0
601.0,852.0,590.0,877.0,11.0
601.0,853.0,590.0,878.0,11.0
602.0,854.0,590.0,879.0,12.0
602.0,855.0,590.0,880.0,12.0
602.0,856.0,590.0,881.0,12.0
603.0,857.0,590.0,882.0,13.0
603.0,858.0,590.0,883.0,13.0
603.0,859.0,590.0,884.0,13.0
603.0,860.0,590.0,885.0,13.0
604.0,861.0,590.0,886.0,14.0
604.0,862.0,590.0,887.0,14.0
604.0,863.0,590.0,888.0,14.0
603.0,864.0,590.0,889.0,13.0
603.0,865.0,590.0,890.0,13.0
603.0,866.0,590.0,891.0,13.0
603.0,867.0,590.0,892.0,13.0
605.0,868.0,590.0,893.0,15.0
606.0,869.0,590.0,894.0,16.0
606.0,870.0,590.0,895.0,16.0
606.0,871.0,590.0,896.0,16.0
606.0,872.0,590.0,897.0,16.0
606.0,873.0,590.0,898.0,16.0
606.0,874.0,590.0,899.0,16.0
605.0,875.0,590.0,900.0,15.0
605.0,876.0,590.0,901.0,15.0
605.0,877.0,590.0,902.0,15.0
605.0,878.0,590.0,903.0,15.0
606.0,879.0,590.0,904.0,16.0
606.0,880.0,590.0,905.0,16.0
606.0,881.0,590.0,906.0,16.0
606.0,882.0,590.0,907.0,16.0
606.0,883.0,590.0,908.0,16.0
606.0,884.0,590.0,909.0,16.0
606.0,885.0,590.0,910.0,16.0
606.0,886.0,590.0,911.0,16.0
607.0,887.0,590.0,912.0,17.0
607.0,888.0,590.0,913.0,17.0
607.0,889.0,590.0,914.0,17.0
606.0,890.0,590.0,915.0,16.0
606.0,891.0,590.0,916.0,16.0
606.0,892.0,590.0,917.0,16.0
606.0,893.0,590.0,918.0,16.0
606.0,894.0,590.0,919.0,16.0
606.0,895.0,590.0,920.0,16.0
606.0,896.0,590.0,921.0,16.0
606.0,897.0,590.0,922.0,16.0
606.0,898.0,590.0,923.0,16.0
606.0,899.0,590.0,924.0,16.0
606.0,900.0,590.0,925.0,16.0
605.0,901.0,590.0,926.0,15.0
605.0,902.0,590.0,927.0,15.0
605.0,903.0,590.0,928.0,15.0
606.0,904.0,590.0,929.0,16.0
606.0,905.0,590.0,930.0,16.0
606.0,906.0,590.0,931.0,16.0
606.0,907.0,590.0,932.0,16.0
606.0,908.0,590.0,933.0,16.0
606.0,909.0,590.0,934.0,16.0
606.0,910.0,590.0,935.0,16.0
606.0,911.0,590.0,936.0,16.0
606.0,912.0,590.0,937.0,16.0
606.0,913.0,590.0,938.0,16.0
606.0,914.0,590.0,939.0,16.0
606.0,915.0,590.0,940.0,16.0
606.0,916.0,590.0,941.0,16.0
606.0,917.0,590.0,942.0,16.0
606.0,918.0,590.0,943.0,16.0
606.0,919.0,590.0,944.0,16.0
606.0,920.0,590.0,945.0,16.0
606.0,921.0,590.0,946.0,16.0
606.0,922.0,590.0,947.0,16.0
607.0,923.0,590.0,948.0,17.0
607.0,924.0,590.0,949.0,17.0
607.0,925.0,590.0,950.0,17.0
607.0,926.0,590.0,951.0,17.0
607.0,927.0,590.0,952.0,17.0
607.0,928.0,590.0,953.0,17.0
607.0,929.0,590.0,954.0,17.0
606.0,930.0,590.0,955.0,16.0
605.0,931.0,590.0,956.0,15.0
605.0,932.0,590.0,957.0,15.0
604.0,933.0,590.0,958.0,14.0
604.0,934.0,590.0,959.0,14.0
604.0,935.0,590.0,960.0,14.0
603.0,936.0,590.0,961.0,13.0
603.0,937.0,590.0,962.0,13.0
603.0,938.0,590.0,963.0,13.0
603.0,939.0,590.0,964.0,13.0
604.0,940.0,590.0,965.0,14.0
605.0,941.0,590.0,966.0,15.0
607.0,942.0,590.0,967.0,17.0
608.0,943.0,590.0,968.0,18.0
610.0,944.0,590.0,969.0,20.0
611.0,945.0,590.0,970.0,21.0
611.0,946.0,590.0,971.0,21.0
612.0,947.0,590.0,972.0,22.0
613.0,948.0,590.0,973.0,23.0
614.0,949.0,590.0,974.0,24.0
615.0,950.0,590.0,975.0,25.0
617.0,951.0,590.0,976.0,27.0
618.0,952.0,590.0,977.0,28.0
618.0,953.0,590.0,978.0,28.0
618.0,954.0,591.0,979.0,27.0
618.0,955.0,592.0,980.0,26.0
619.0,956.0,593.0,981.0,26.0
619.0,957.0,592.0,982.0,27.0
619.0,958.0,592.0,983.0,27.0
618.0,959.0,593.0,984.0,25.0
617.0,960.0,595.0,985.0,22.0
617.0,961.0,597.0,986.0,20.0
616.0,962.0,598.0,987.0,18.0
615.0,963.0,599.0,988.0,16.0
614.0,964.0,599.0,989.0,15.0
614.0,965.0,599.0,990.0,15.0
